0.0,0.0,0.0
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-664.5233,109.600266,653.82855
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-439.3108,134.80023,164.3648
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-79.93024,113.60028,518.1146
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
-116.64639,158.39987,133.55507
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
91.80246,158.39987,187.32143
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
181.12303,158.39987,443.49332
